produto;descrição;qut;precro_bruto;prateleira
411108;KIT INJ ELET M POINT VW SANTANA QUANTUM POINTER LO;5,;51,99;INJ-C7_A
41111032;KIT INJ ELET MAGNETI MARELLI VW GOL POWER 1.0 KOMB;0,;40,22;
421117;KIT INJ ELET MONZA/CORSA/IPANEMA SIST.ROCHEST MULT;0,;43,89;
441115;KIT INJ ELET MULT POINT FIAT PALIO SIENA 1.6 16 VA;11,;43,28;INJ-C5_D
4511871;KIT INJ ELET MULT POINT RENAULT CLIO KANGOO TWINGO;1,;151,56;INJ-C4_D
421121;KIT INJ ELET ROCHEST MPFI GM CORSA CELTA CLASSIC P;13,;39,80;INJ-C4_C
4411201;KIT INJ ELET S POINT COMPLETO FIAT TEMPRA 2 0 IE S;20,;48,34;INJ-C7_D
4411161;KIT INJ ELET S POINT COMPLETO FIAT UNO PREMIO ELBA;0,;36,71;
441127;KIT INJ ELET S POINT FIAT MILLE 97/... SX EP M MAR;2,;39,80;INJ-C6_C
441112;KIT INJ ELET S POINT FIAT PALIO 1.6 SIENA INJECAO;11,;36,60;INJ-C9_B
441116;KIT INJ ELET S POINT FIAT PREMIO ELBA 1 5 1 6 IE S;3,;36,59;INJ-C5_E
441120;KIT INJ ELET S POINT FIAT TEMPRA 2 0 IE SISTEMA G8;3,;36,59;INJ-C3_C
441101;KIT INJ ELET S POINT FIAT UNO MILLE ELBA PREMIO 1.;11,;39,80;INJ-C4_B
441110;KIT INJ ELET S POINT FIAT UNO MILLE EP 1000 CC SIS;16,;39,80;INJ-C9_D
431103;KIT INJ ELET S POINT FORD ESCORT GL GLS VERONA 1.6;10,;36,60;INJ-C8_A
431104;KIT INJ ELET S POINT FORD FIESTA 1.3 IMPORTADO SIS;6,;36,60;INJ-C6_E
431101;KIT INJ ELET S POINT FORD VERSAILLES ROYALLE 1.8 S;0,;36,60;
421101;KIT INJ ELET S POINT GM KADETT MONZA IPANEMA 1.8 2;8,;39,80;INJ-C6_B
451102;KIT INJ ELET S POINT PEUGEOT 205 XSI 1.4 SISTEMA B;4,;104,32;INJ-C5_E
451103;KIT INJ ELET S POINT RENAULT 19 C/ANEIS VITON;8,;45,05;INJ-C6_F
451109;KIT INJ ELET S POINT RENAULT 19 CLIO R N MAGNETI M;4,;77,98;INJ-C11_C
451101;KIT INJ ELET S POINT RENAULT CLIO R N ANEIS VITON;12,;78,77;INJ-C11_B
421102;KIT INJ ELET S POINT ROCHEST GM CORSA WIND 1.0 GL;3,;42,07;INJ-C6_B
451114;KIT INJ ELET S POINT TOYOTA COROLLA SEG 1.8 16 VAL;0,;133,77;
411101;KIT INJ ELET S POINT VW GOL 1.0 FASE I II GOL GLI;3,;39,80;INJ-C4_E
411118;KIT INJ ELET S POINT VW GOL 1.0 FASE I II GOL GLI;0,;23,97;
411103;KIT INJ ELET S POINT VW GOL 1000 PLUS AE FIC VISTE;4,;39,80;INJ-C8_C
411112;KIT INJ ELET S POINT VW GOL 1000 PLUS AE SISTEMA F;35,;27,69;INJ-C3_F
411114;KIT INJ ELET S POINT VW GOLF GL POINTER CORDOBA GL;5,;36,60;INJ-C4_F
411105;KIT INJ ELET S POINT VW LOGUS POINTER QUANTUM SANT;4,;23,85;
411107;KIT INJ ELET S POINT VW LOGUS POINTER SANTANA QUAN;0,;40,39;
441118;KIT INJ ELET SINGLE POINT COMPL UNO PREMIO ELBA 1.;0,;36,60;
431105;KIT INJ ELET SINGLE POINT TBI INJECAO I E ELETRONI;3,;24,92;INJ-C8_A
441119;KIT INJ ELET SISTEMA BOSCH MONOT SPI FIAT TIPO IE;9,;43,28;INJ-C9_E
441103;KIT INJ ELET SISTEMA BOSCH MONOT SPI S POINT FIAT;11,;36,60;INJ-C4_D
45111461;KIT INJ ELET TBI  ELET 45111461;0,;210,14;
45111871;KIT INJ ELET TBI C COL HYUNDAI HB20 HB20S I30 VELO;0,;54,47;
45112141;KIT INJ ELET TBI C COL M POINT MERCEDES CLASSE A 1;0,;69,27;
45111141;KIT INJ ELET TBI C COL M POINT RENAULT CLIO MEGANE;0,;119,32;
4111891;KIT INJ ELET TBI C COL M POINT VW BORA NEW BEETLE;0,;79,86;
4111651;KIT INJ ELET TBI C COL M POINT VW GOL PARATI SAVEI;0,;58,93;
4511851;KIT INJ ELET TBI C COL RENAULT CLIO KANGOO 1.0 8V;0,;94,71;
4411492;KIT INJ ELET TBI C COLETOR M POINT FIAT UNO MILLE;13,;89,43;INJ-C10_A
4111091;KIT INJ ELET TBI COMPLETO M POINT VW GOL 1.6 1.8 M;0,;54,09;
4311711;KIT INJ ELET TBI COMPLETO S POINT FORD FOCUS MONDE;0,;147,06;
4411192;KIT INJ ELET TBI DIAF S POINT BOSCH MONOT SPI FIAT;0,;76,22;
4211022;KIT INJ ELET TBI DIAF S POINT ROCHEST GM CORSA WIN;0,;98,53;
4311032;KIT INJ ELET TBI DIAF TRAVA S POINT FORD ESCORT GL;0,;63,12;
4311012;KIT INJ ELET TBI DIAF TRAVA S POINT FORD VERSAILLE;0,;63,12;
4211012;KIT INJ ELET TBI DIAF TRAVA S POINT GM KADETT MONZ;0,;131,28;
4511032;KIT INJ ELET TBI DIAF TRAVA S POINT M MARELLI RENA;0,;72,45;
4111012;KIT INJ ELET TBI DIAF TRAVA S POINT VW GOL 1.0 FAS;6,;84,40;INJ-C8_C
4111032;KIT INJ ELET TBI DIAF TRAVA S POINT VW GOL 1000 PL;0,;70,96;
441187;KIT INJ ELET TBI E-TORQ 1.6 16V FLEX /13 178D20.11;3,;157,97;INJ-C4_E
4411851;KIT INJ ELET TBI M POINT C COL ADM FIAT UNO WAY 1.;0,;98,15;
4211162;KIT INJ ELET TBI M POINT COL ADM CHEVROLET CAPTIVA;0,;111,56;
4411731;KIT INJ ELET TBI M POINT COL ADM FIAT 4411731;0,;85,10;
4311451;KIT INJ ELET TBI M POINT COL ADM FORD COURIER 09/9;0,;96,71;
42111611;KIT INJ ELET TBI M POINT COL ADM GM CAPTIVA MTR 10;0,;113,94;
4311471;KIT INJ ELET TBI M POINT COL ADM KA FIESTA ZETEC R;0,;106,65;
4111531;KIT INJ ELET TBI M POINT COL ADM M MARELLI VW GOL;0,;54,53;
441173;KIT INJ ELET TBI M POINT FIAT 441173;0,;32,74;
441129;KIT INJ ELET TBI M POINT FIAT FIRE 1.0 1.3 8 VAL A;5,;56,53;INJ-C3_A
441185;KIT INJ ELET TBI M POINT FIAT UNO WAY 1.0 1.4 SPOR;3,;77,19;INJ-C10_C
4211161;KIT INJ ELET TBI M POINT GM CAPTIVA MTR 10HM 3.6 2;0,;88,36;
42111241;KIT INJ ELET TBI M POINT GM ONIX PRISMA SPE/4 1.0;0,;69,04;
4111571;KIT INJ ELET TBI M POINT M MARELLI VW GOL PARATI 1;0,;53,70;
4511214;KIT INJ ELET TBI M POINT MERCEDES CLASSE A 140 160;0,;29,69;
4511114;KIT INJ ELET TBI M POINT RENAULT CLIO MEGANE SCENI;0,;60,50;
451185;KIT INJ ELET TBI RENAULT CLIO KANGOO 1.0 8V 00;0,;52,96;
45111651;KIT INJ ELET TBI S POINT COL ADM PEUGEOT 206 1.4 8;0,;82,04;
4111691;KIT INJ ELET TBI S POINT COL ADM VW GOL 1000 PLUS;0,;68,51;
4511031;KIT INJ ELET TBI S POINT COMPLETO M MARELLI RENAUL;0,;45,31;
4511165;KIT INJ ELET TBI S POINT PEUGEOT 206 1.4 8VAL;0,;75,75;
4111031;KIT INJ ELET TBI S POINT TRAVA VW GOL 1000 PLUS AE;0,;52,78;
4511106;KIT INJ ELET TOYOTA COROLLA 1.6 16 VAL 4AFE 1.8 16;6,;56,53;INJ-C11_D
2937;KIT INJ. ELETR. ADM. PARTNER 1.8 8V 98/05;0,;43,42;
12918;KIT INJ. ELETR. CELTA 1.4 8V TODOS FLEX;0,;22,20;
12872;KIT INJ. ELETR. COROLLA 97/... 1.8 GASOLINA;0,;43,41;
2833;KIT INJ. ELETR. FOX 1.0 8V MPFI FLEX;0,;18,15;
12840;KIT INJ. ELETR. GOL POWER PLUS/PARATI 1.0 16V;0,;43,42;
12887;KIT INJ. ELETR. HONDA CIVIC LX 1.6 16V 98/00;0,;20,66;
2733;KIT INJ. ELETR. MILLE/UNO/PREMIO/ELBA/DUNA 1.5;0,;12,71;
2812;KIT INJ. ELETR. PALIO EX/YOUNG 1.0 8V FIRE;0,;19,01;
2754;KIT INJ. ELETR. PALIO WEEK 1.5/PALIO 1.0/1.5 8V;0,;23,19;
2755;KIT INJ. ELETR. PALIO/PALIO WEEKEND 1.6 MPI 16V;0,;13,12;
2802;KIT INJ. ELETR. RENAULT 1.0 16V 2000/...;0,;29,98;
12801;KIT INJ. ELETR. SCENIC/CLIO/KANGOO TDS 1.6 16V;0,;31,12;
2789;KIT INJ. ELETR. SISTEMA MULTI POINT KOMBI 1.6 4CC;0,;18,30;
2903;KIT INJ. ELETR. TBI CITROEN C-3 1.6 16V 04/09;0,;26,12;
12908;KIT INJ. ELETR. TBI GOL/FOX 1.0 8V FLEX;0,;29,22;
12909;KIT INJ. ELETR. TBI GOL/FOX 1.6 8V FLEX;0,;29,34;
12890;KIT INJ. ELETR. TBI KOMBI 1.4 8V FLEX 06/...;0,;28,75;
12916;KIT INJ. ELETR. TBI PALIO/STRADA 1.4 8V FLEX;0,;21,14;
2928;KIT INJ. ELETR. TBI PEUGEOT 307 01/09 1.6 16V;0,;26,12;
12925-A;KIT INJ. ELETR. TBI/ADM IDEA/STILO 1.8 8V FLEX;0,;38,91;
411105B;KIT INJE ELET BAQ TBI S POINT BOSCH MONOT VW LOGUS;0,;26,42;
42111661;KIT INJE ELET GM S10 TRAIL BLAZER 12/... MTR CTDI;0,;260,71;INJ-C6_D
4511601;KIT INJE ELET TBI C COL ADM NISSAN FRONTIER D 2012;0,;234,74;
45111711;KIT INJE ELET TBI C COL HONDA CIVIC NEW CIVIC FIT;0,;132,36;
4211123;KIT INJE ELET TBI GM CORSA AGILE PRISMA MTR 1.0 1.;0,;60,53;
4311091;KIT INJE ELET TBI M POINT COL ADM FORD ESCORT S WA;0,;81,52;
42111181;KIT INJE ELET TBI M POINT MPI C COL ADM GM COBALT ;0,;69,19;
411117;KIT INJE ELET TBI S POINT COMPLETO VW GOL 1.0 FASE;0,;43,28;
1327832;KIT JTA BBA VÁCUO FORD TRANSIT RANGER MTR H9FA H9F;0,;26,77;
151780072BN;KIT JTA BOR PAR HYUNDAI COUPE SANTA FE SONATA TIBU;1,;409,99;C9-E.4
151780092BN;KIT JTA BOR PAR HYUNDAI SANTA FE SORENTO CADENZA M;0,;466,15;C9-I.2
15178009BN;KIT JTA BOR PAR HYUNDAI SANTA FE SORENTO CADENZA M;0,;412,20;
151760032SL;KIT JTA BOR TV BOR NISSAN FRONTIER PARTHFINDER 2.5;5,;365,13;C10-D.3
151760034BN;KIT JTA BOR TV BOR NISSAN FRONTIER PARTHFINDER 2.5;7,;450,60;C10-C.2
1519582PV;KIT JTA CAR PAPELAO MWM VOLARE A6 GM S10 BLAZER VW;0,;41,23;
15191691BN;KIT JTA CARTER BOR HONDA CITY 1.4 1.5 16V VTEC L15;0,;146,40;
1421832;KIT JTA COL ADM ANEL FIAT PUNTO BRAVO LINEA 07/.. ;0,;51,64;
1221752;KIT JTA COL ADM GM VECT AST BLAZ S10 MPFI 1.8 2.0;7,;35,02;COL-P3_C.3
1421812;KIT JTA COL ADM PALIO SIENA MOTOR 1.4 FIRE 8V TETR;0,;113,89;
11211033;KIT JTA DIAF COL ADM  VW FOX 1.0 1.6 8VAL KOMBI 1.;0,;22,48;
11211033SL;KIT JTA DIAF MEMBR COL ADM VW FOX 1.0 1.6 8V KOMBI;8,;33,74;SAI_B.4
1542175ML;KIT JTA DIST FRONTA SELO ACO RENAULT MASTER MTR G9;0,;283,16;
1542175NA;KIT JTA DIST FRONTA SELO RENAULT MASTER MTR G9U 72;0,;291,56;
144292;KIT JTA ORING ANEL DIST BBA OLEO MODELO AISIN MENO;8,;73,67;RET-7_A.7
15371801;KIT JTA RADIADOR OLEO RENAULT MASTER III DCI M9T 2;4,;147,25;SEL-1_D.8
1537196;KIT JTA RADIADOR OLEO TROCADOR CALOR MITSUBISHI MO;7,;43,06;RET-7_D.2
1837231;KIT JTA RADIADOR OLEO TROCADOR DE CALOR;0,;77,27;
153756051;KIT JTA RADIADOR OLEO TROCADOR DE CALOR HYUNDAI HR;0,;137,86;
1237173;KIT JTA RESF OLEO TROCADOR CALOR GM ONIX 2G 20/...;0,;113,56;DIV-3_F.8
163730;KIT JTA RESFRIADOR DE OLEO TROCADOR DE CALOR;0,;195,56;
163745;KIT JTA RESFRIADOR DE OLEO TROCADOR DE CALOR OM 46;0,;117,87;
15373315;KIT JTA RESFRIADOR ÓLEO TROCADOR CALOR BMW MINI MO;0,;207,91;
133789;KIT JTA RESFRIADOR OLEO TROCADOR CALOR SUPORTE FIL;0,;162,31;
15374001;KIT JTA RESFRIADOR RADIADOR OELO TROCADOR CALOR IV;0,;102,13;
15376503;KIT JTA RESFRIADOR RADIADOR OELO TROCADOR CALOR JE;0,;488,40;
15373501;KIT JTA RESFRIADOR RADIADOR OELO TROCADOR CALOR MB;0,;225,18;
153754152;KIT JTA RESFRIADOR RADIADOR ÓLEO TROCADOR CALOR MI;0,;146,00;
112801;KIT JTA RESP MTR VW FUSCA BRASILIA KOMBI GOL AR 13;0,;8,46;
2211081;KIT JTA RET TP CAMBIO GM ASTRA 99/... CORSA CELTA;11,;22,28;CAM-1_C.2
2211051;KIT JTA RET TP CAMBIO GM MONZA KADETT IPANEMA OMEG;0,;36,99;
151760034SL;KIT JTA SILC TV BOR NISSAN FRONTIER PARTHFINDER 2.;0,;496,28;
15373311;KIT JTA SUPORTE FILTRO BMW MOTOR-N20B20A 2.0 16V 4;0,;136,51;
15373701;KIT JTA SUPORTE FILTRO LAND ROVER RANGER ROVER SPO;0,;235,79;
1142793;KIT JTA TENSOR DA CORRENTE VW GOLF SR BORA AUDI A3;0,;36,97;
15423707;KIT JTA TP DIST AÇO LAND ROVER FREELANDER 2 MTR 3.;0,;303,33;
1442872;KIT JTA TP DIST BBA OLEO FIAT DOBLO GRAND SIENA ID;4,;42,51;SAI_B.5
1437947;KIT JTA TROCADOR CALOR BBA VACUO FIAT TORO JEEP RE;0,;162,25;
143794;KIT JTA TROCADOR CALOR FIAT TORO JEEP RENEGADE COM;2,;206,78;SEL-2_F.3
15421285;KIT JTA TU1 TU1M 1.1 TU2.4 1.3 TU3 1.4 8V PG 106 2;0,;12,77;DIV-3_E.1
1601183;KIT JTA TURBINA AUDI A4 VW PASSAT ADR AFY AEB 1.8 ;0,;64,44;
1660008;KIT JTA TURBINA BASE ABERTA M BENS OM352A TURBINAD;0,;34,99;
169001019ML;KIT JTA TURBINA CUMINS ISF 2.8 16V;0,;89,92;
169001019;KIT JTA TURBINA FORD F350 CUMMINS ISF 2.8L 16V 201;0,;325,43;
165006210;KIT JTA TURBINA HONDA CIVIC G10 CR V 2017/... HR V;0,;141,03;
1601131;KIT JTA TURBINA M BENZ MOTOR OM 904 914 94/98 914C;0,;41,03;
1601124;KIT JTA TURBINA MERCEDES OM 449A 5CIL 10VAL;0,;39,16;
160005415;KIT JTA TURBINA MITSUBISHI L200 TRITON 2017/... PA;0,;20,18;
169001209;KIT JTA TURBINA SCANIA L110/111 MTR DN11 VOLVO N12;0,;46,22;
169001205;KIT JTA TURBINA SCANIA SERIE P G R T DC13 XPI D13 ;0,;78,12;
165006801;KIT JTA TURBINA SUZUKI GRAND VITARA GM TRACKER 200;0,;195,26;
11171182SL;KIT JTA TV AÇO DIAF MEMBR SILIC VW UP FOX VOYAGE G;0,;100,61;
1417532PK;KIT JTA TV BASPAK FIAT PALIO FIRE 1.0 1.3 16 VAL;17,;56,34;TV-14_E.6
1217161BN;KIT JTA TV BOR  GM CAPTIVA MTR 10HM 3.6 24V V6;0,;387,84;
15171702BN;KIT JTA TV BOR  HONDA FIT VTEC CITY ZX L15A2 L15A1;4,;174,26;C20-F.1.B
151760038BN;KIT JTA TV BOR  NISSAN (TAMPA PLÁSTICA TORTA) FRON;0,;128,16;C9-D.1
151760032BN;KIT JTA TV BOR (TAMPA ALUMINIO) NISSAN FRONTIER PA;2,;293,99;C20-E.3
12171645BN;KIT JTA TV BOR ANEL DIAF BOR ANEL+DIAFRAGM GM CRUZ;0,;166,15;
151733015BN;KIT JTA TV BOR BMW X3I Z4I 116I 118I 120I 320I MTR;0,;330,85;
1317732BNVT;KIT JTA TV BOR BVT FORD MONDEO ECOSPORT FOCUS FUSI;0,;52,62;
15171712BNVT;KIT JTA TV BOR BVT HONDA CIVIC 1.7 16V D16W7 D17A2;0,;90,61;C20-F.3
1117072BNVT;KIT JTA TV BOR BVT VW GOL PARATI SAVEIRO 1.0 16V M;0,;34,92;
151754032BN;KIT JTA TV BOR CHRYSLER DODGE MITSUBISHI 2 5 3 0 V;2,;293,64;C30_G.2
1317452BN;KIT JTA TV BOR COMPLETO FORD FIESTA KA ECOSPORT 1.;0,;47,88;
11171165BN;KIT JTA TV BOR DIAFRAGMA VW JETTA PASSAT TIGUAN AU;0,;80,15;
151734112BN;KIT JTA TV BOR FIAT TORO 16/... MTR TIGERSHARK 2.4;1,;179,01;C9_C.2
12171644BN;KIT JTA TV BOR GM  SONIC 1.6 CRUZE TRACKER 1.8 4CI;0,;27,08;
12171602BN;KIT JTA TV BOR GM CAPTIVA MTR 10HM 3.2 24V V6.;0,;312,77;
12171612BN;KIT JTA TV BOR GM CAPTIVA OMEGA TRAILBLAZER CAMARO;0,;553,45;
1217012BN;KIT JTA TV BOR GM CHEVETTE 1.4 1.6 ALC GAS JUNIOR;0,;14,71;
12171672BN;KIT JTA TV BOR GM S10 MTR LCV ECOTEC SIDI DOHC VVT;2,;146,25;TV-12_E.1.A
151762022BN;KIT JTA TV BOR HONDA CR-V MTR B20B2 B20B3 B20Z1 B2;0,;457,36;
151780012BN;KIT JTA TV BOR HYUNDAI IX35 SONATA MAGENTIS OPTIMA;12,;262,68;C10-A.1
15178003BN;KIT JTA TV BOR HYUNDAI JAC GPJP1 2.0 16V.;0,;275,26;
151780132BN;KIT JTA TV BOR HYUNDAI TUCSON SANTA FE SONATA KIA;2,;368,93;C40_E.3.B
151780082BN;KIT JTA TV BOR I30 IX35 ELANTRA CRETA KIA SPORTAGE;0,;296,88;C30-D.1
1517702BN;KIT JTA TV BOR KIA  PREGIO K2500  2001/...HR TCI T;4,;83,72;C30-I.1
1517712BN;KIT JTA TV BOR KIA  PREGIO K2500 BONGO HYUNDAI HR;10,;118,22;C9-B.2
1517713BN;KIT JTA TV BOR KIA PREGIO K2500 BONGO HYNDAY HR TE;0,;77,39;
151756022BN;KIT JTA TV BOR KIA SORENTO 02/... MTR D4CB INJ DIR;0,;235,67;
151780162BN;KIT JTA TV BOR KIA SPORTAGE 04/10 HYUNDAI TUCSON 0;0,;417,86;
1617282BN;KIT JTA TV BOR MB SPRINTER CDI 2.2 16V MB611 960 M;8,;111,26;C9-C.3
15171962BN;KIT JTA TV BOR MITSUBISHI MONTERO III PAJERO TD TR;38,;121,20;C20-I.3
1517542BN;KIT JTA TV BOR MITSUBISHI PAJERO ECLIPSE 4M40T 2 5;4,;196,83;C30-E.3
1517592BN;KIT JTA TV BOR MWM VOLARE FORD F250 GM SILVERADO V;0,;181,52;
151760036BN;KIT JTA TV BOR NISSAN (TAMPA PLÁSTICA RETA) FRONTI;0,;414,39;
151760044BN;KIT JTA TV BOR NISSAN CABSTAR MTR YD25DDTI 2.5 16V;5,;351,57;TV-14_I.1
151760042BN;KIT JTA TV BOR NISSAN FRONTIER D 2012/... MTR YO25;0,;195,51;C10-B.2
151796025BN;KIT JTA TV BOR NIT PEU 207 208 308 408 508 2008 30;0,;303,04;
11171145BN;KIT JTA TV BOR NIT VW JETTA PASSAT TIGUAN AUDI Q3;0,;78,42;
12171621BN;KIT JTA TV BOR PARAFUSOS CHEVROLET CAPTIVA 2.4 16V;0,;168,05;
15171802BN;KIT JTA TV BOR RENAULT MASTER III DCI M9T 2.3 16V;2,;334,63;TV-11_F.1.B
151733015SL;KIT JTA TV BOR SILIC BMW X3I Z4I 116I 118I 120I 32;0,;476,64;
1317452SL;KIT JTA TV BOR SILIC COMPLETO FORD FIESTA KA ECOSP;0,;95,85;
191710092SL;KIT JTA TV BOR SILIC CUMMINS VW CONST WORKER 17.25;0,;253,32;
1317832SL;KIT JTA TV BOR SILIC DURATORQ PUMA TDCI (22DDOP) 3;0,;237,14;
1417952SL;KIT JTA TV BOR SILIC FIAT ARGO CRONOS DOBLO GRAND;4,;241,44;C9-F.5
1417912SL;KIT JTA TV BOR SILIC FIAT FREEMONT TORO DODGE JOUR;5,;331,10;TV-14_I.3
1317852SL;KIT JTA TV BOR SILIC FORD RANGER TRANSIT BOR MTR D;0,;452,54;
1317892SL;KIT JTA TV BOR SILIC FORD RANGER TROLLER T4 MTR NG;1,;314,87;TV-13_A.1
12171602SL;KIT JTA TV BOR SILIC GM CAPTIVA MTR 10HM 3.2 24V V;0,;362,24;
12171672SL;KIT JTA TV BOR SILIC GM S10 MTR LCV ECOTEC SIDI DO;0,;191,25;
151780012SL;KIT JTA TV BOR SILIC HYUNDAI KIA IX35 SONATA MAGEN;5,;308,35;C9-F.2
151780132SL;KIT JTA TV BOR SILIC HYUNDAI TUCSON SANTA FE SONAT;0,;404,60;
151760036SL;KIT JTA TV BOR SILIC NISSAN (TAMPA PLÁSTICA RETA);3,;456,98;C40-H.3.B
151760038SL;KIT JTA TV BOR SILIC NISSAN (TAMPA PLÁSTICA TORTA);0,;464,75;
15178009SL;KIT JTA TV BOR SILIC PAR HYUNDAI SANTA FE CARNIVAL;0,;566,77;
151796025SL;KIT JTA TV BOR SILIC PEU 207 208 308 408 508 2008;0,;386,63;
1317862SL;KIT JTA TV BOR SILIC RANGER 13/... TROLLER - T4 MT;0,;466,08;
151750132SL;KIT JTA TV BOR SILIC TOYOTA ETIOS MTR 2NR-FE DUAL;0,;457,87;
151750172BN;KIT JTA TV BOR TOYOTA CAMRY RAV4 SIENNA VENZA MTR;1,;338,65;C20-D.2.B
151750132BN;KIT JTA TV BOR TOYOTA ETIOS MTR 2NR-FE DUAL VVTI 1;13,;180,68;C10-E.1.B
15171772BN;KIT JTA TV BOR TUCSON 16V MOTOR G4GC 2.0 16V;3,;126,10;C20-G.3
1117053CB;KIT JTA TV BOR VW GOL SANTANA SAVEIRO PARATI AP ES;0,;26,07;
1117052BN;KIT JTA TV BOR VW GOL SANTANA SAVEIRO PARATI AP ES;0,;17,14;
11171192BN;KIT JTA TV BOR VW PASSAT AUDI A4 A6 A8 S4 S6 2 4 2;0,;140,50;
1317882BN;KIT JTA TV BORR  MTR FORD TROLLER MTR NGD MWM POWE;6,;534,44;TV-12_E.2
151783012BN;KIT JTA TV BORR CHERY QQ MTR SQR472F 1.1 16V 2011/;4,;225,57;C20_F.2.B
12171682BN;KIT JTA TV BORR CHEVROLET CAPTIVA 2.4 16V ECOTEC I;3,;626,11;TV-12_E.1.B
151734092BN;KIT JTA TV BORR CHRYSLER DODGE MOTOR EER EES 2.7 2;0,;155,25;
191710042BN;KIT JTA TV BORR CUMMINS 4B 4BTA 3.9L 6B 6BT 5.9L;0,;22,27;
1417922BN;KIT JTA TV BORR DIAF FIAT ARGO CRONOS MOBI UNO PUL;0,;216,86;
1417932BN;KIT JTA TV BORR DIAF FIAT ARGO MOBI UNO CRONOS PUL;7,;114,55;TV-14_E.2
151737075BN;KIT JTA TV BORR DIAF LAND ROVER FREELANDER 2 MTR 3;0,;270,42;
151768031BN;KIT JTA TV BORR ENTRE CABO VELA SUZUKI GRAN VITARA;0,;30,92;
1417832BN;KIT JTA TV BORR FIAT 500 PUNTO IDEA BRAVO LINEA 20;2,;168,05;C9-F.6
14171042BN;KIT JTA TV BORR FIAT TORO 2016 MTR TIGERSHARK 2.4;5,;184,21;C9_A.1
1317782BN;KIT JTA TV BORR FORD ECOBOOST FOCUS 2014 A 2019 MG;0,;149,17;TV-13_F.1.B
1317922BN;KIT JTA TV BORR FORD ECOSPORT 17/... KA KA+ 18/..;0,;126,25;C9_I.1
15171852BN;KIT JTA TV BORR HONDA NEW CIVIC 2006/ ACCORD 2006/;0,;82,06;
151785012BN;KIT JTA TV BORR JAC MOTORS J2 J3 J5 MTR 4A90 VVT 1;3,;228,24;C9-E2
1317742BN;KIT JTA TV BORR LAND ROVER RANGE ROVER EVOQUE FREE;0,;380,00;
151783062BN;KIT JTA TV BORR LIFAN 30 MTR LF479Q2B 1.5 16V;2,;233,70;C40-F.2.B
1117834BN;KIT JTA TV BORR MEIA LUA JTA TENSOR VW GOLF BORA V;0,;141,37;
1117034BN;KIT JTA TV BORR MEIA LUA MACARAO VW PASSAT GOL SAN;0,;7,24;
151754132BN;KIT JTA TV BORR MITSUBISHI AIRTREK ECLIPSE GRANDIS;1,;177,25;C9-E1
151754082BN;KIT JTA TV BORR MITSUBISHI OUTLANDER AIRTREK LANCE;3,;148,33;C10-G.2.B
151760022BN;KIT JTA TV BORR NISSAN FRONTIER QX4 PATHFINDER QUE;0,;397,71;
1617417SL;KIT JTA TV BORR PARCIAL SILIC MB EURO III ATEGO 24;0,;233,44;
1617317SL;KIT JTA TV BORR PARCIAL SILIC TAMPA PLASTICA MB AT;0,;73,41;
12171712SL;KIT JTA TV BORR SILIC CAMARO SS 6.2L SOHC V8 16V;0,;210,00;
1417832SL;KIT JTA TV BORR SILIC FIAT 500 PUNTO IDEA BRAVO LI;0,;189,24;
1317922SL;KIT JTA TV BORR SILIC FORD ECOSPORT 17/... KA KA+ ;0,;398,51;
1317882SL;KIT JTA TV BORR SILIC FORD TROLLER MTR NGD MWM POW;0,;578,50;
1617412SL;KIT JTA TV BORR SILIC MB EURO III ATEGO 2425 1725 ;0,;156,53;
1617312SL;KIT JTA TV BORR SILIC TAMPA PLASTICA MB ATEGO MTR;0,;87,90;
151750162BN;KIT JTA TV BORR TOYOTA MOTOR 1NR-FE 1.3 1.5 16V TO;11,;209,74;C9-E.5
11171322BN;KIT JTA TV BORR VW AMAROK AUDI Q5 Q7 MTR EA897 DDX;1,;490,11;C20-B.3.B
1117052CBVT;KIT JTA TV BVT VW GOL PASSAT SANTANA 1.6 1.8 2.0 A;0,;10,75;
1217012CB;KIT JTA TV COR GM CHEVETTE 1 4 1 6 ALC GAS JUNIOR;19,;25,37;TV-13_I.1
1317855BN;KIT JTA TV DIAF BOR FORD RANGER TRANSIT BOR MTR DU;0,;661,82;
14171022BN;KIT JTA TV DIAF MEMBR BORR FIAT FASTBACK PULSE  MT;0,;202,25;
14171032BN;KIT JTA TV DIAF MEMBR BORR FIAT FASTBACK PULSE ABA;0,;296,25;
1317865BN;KIT JTA TV DIAF MEMBR BORR FORD RANGER 13/... TROL;0,;269,99;
1317835BN;KIT JTA TV DIAF MEMBR BORR FORD RANGER TRANSIT MTR;0,;282,55;
11171175BN;KIT JTA TV DIAF MEMBR BORR VW AMAROK MTR CNFA CNFA;0,;399,22;
1417922SL;KIT JTA TV DIAF MEMBR SILIC FIAT ARGO CRONOS MOBI;0,;250,45;
1417932SL;KIT JTA TV DIAF MEMBR SILIC FIAT ARGO MOBI UNO CRO;0,;192,16;
151733165SL;KIT JTA TV DIAF MEMBR SILIC MINI ONE COOPER COOPER;0,;397,84;
151733155SL;KIT JTA TV DIAF MEMBR SILIC MINI ONE COOPER COOPER;1,;352,28;C10-B.2.B
11171175SL;KIT JTA TV DIAF MEMBR SILIC VW AMAROK MTR CNFA CNF;0,;463,26;
1517874BN;KIT JTA TV ENTR BOR RENAULT CLIO KANGOO TWINGO PEU;0,;118,43;
