produto;descrição;qut;precro_bruto;prateleira
1515104PK30;JTA CABE BASPACK 3MM SUZUKI SWIFT ESCUDO VITARA SI;0,;453,23;
131543PK;JTA CABE BASPACK 77 Ø FORD FIESTA COURIER ZETEC 1.;20,;66,99;CAB-13_F.7
141573PK;JTA CABE BASPACK 81.0MM FIAT DOBLO BRAVA MAREA PAL;5,;116,12;CAB-14_B.3
111583PK;JTA CABE BASPACK 83.5 VW PASSAT GOLF BORA SHARA AU;5,;125,96;CAB-11_E.4
141515PK;JTA CABE BASPACK 87.0MM FIAT PALIO SIENA BRAVA 1.6;22,;63,43;CAB-14_A.7
1515193PK3;JTA CABE BASPACK 88.50MM FIAT DUCATO MULTIJET JTD;0,;185,53;
15155403PK;JTA CABE BASPACK 92.0MM MITSUBISHI PAJERO SPORT 99;0,;184,38;
161504PK;JTA CABE BASPACK 98.50MM M BENS OM 311 1111 352 11;0,;109,00;
1515105PK;JTA CABE BASPACK ALFA ROMEO 164 V6 12V;0,;362,37;
1515107PK;JTA CABE BASPACK ALFA ROMEO 164 V6 24V;0,;402,65;
15151072PK;JTA CABE BASPACK ALFA ROMEO 2.5 3.0 3.2 156 164 16;0,;478,86;
151508PK;JTA CABE BASPACK ASIA TOWNER 3CIL GAS;2,;41,29;CAB-D15_A.3
1115121PK;JTA CABE BASPACK AUDI A1 A3 A5 A6 TT Q3 VW GOLF JE;0,;194,64;
151510390;JTA CABE BASPACK BMW 318IS 1.8 16VAL 316 1.6 518 3;0,;324,83;
17150102PK;JTA CABE BASPACK CASE SR175 SR150 SV185 410III 420;0,;503,06;
15158307PK;JTA CABE BASPACK CHERY ARIZZO 5 6 TIGGO 5X TIGGO 7;0,;137,10;
15158305PK;JTA CABE BASPACK CHERY CELER TIGGO 12/... SQR477F;0,;64,47;
15158303PK;JTA CABE BASPACK CHERY CIELO TIGGO MTR SPR484F 1.6;3,;175,35;CAB-C15_F.2
15158302PK;JTA CABE BASPACK CHERY FACE S18 MTR 1.3 SQR473 L4;2,;144,02;CAB-C15_C.1
15158304PK;JTA CABE BASPACK CHERY QQ MTR SQR371F 1.0 12V 2016;2,;133,42;CAB-B15_E.1
1515682PK;JTA CABE BASPACK CHEVROLET TRACKER SUZUKI ESCUDO G;0,;192,07;
15155401PK;JTA CABE BASPACK CHRYSLER CARAVAN DAYTONA DODGE CA;0,;157,56;
15153406PK;JTA CABE BASPACK CHRYSLER CHEROKEE DAKOTA 5.2 V8 1;0,;871,44;
141591PK;JTA CABE BASPACK CHRYSLER DODGE FIAT JEEP  FREEMON;4,;341,98;CAB-14_E.6
151510960;JTA CABE BASPACK CHRYSLER NEON CIRRUS STRATUS MITS;0,;457,01;
131513PK;JTA CABE BASPACK CILINDRO OVAL FORD FIESTA KA ENDU;3,;47,18;CAB-13_C.1
1515165PK;JTA CABE BASPACK CITR C3 02/ PEUGEOT 206 1.4 1.5 8;17,;79,95;CAB-B15_A.1
1515140PK;JTA CABE BASPACK CITROEN AZ10 ZX SAXO C15 PEUG 106;0,;186,14;
1515141PK;JTA CABE BASPACK CITROEN XSARA C5 HIP XSARA PICASS;3,;83,20;CAB-A15_E.1
15153403PK2;JTA CABE BASPACK CRYSLER RAM VAN DODGE RAM PICK UP;0,;859,85;
15153403PK;JTA CABE BASPACK CRYSLER RAM VAN DODGE RAM PICK UP;0,;159,70;
191506PK;JTA CABE BASPACK CUMMINS 6B/BT 5.9L;0,;281,06;
191510PK;JTA CABE BASPACK CUMMINS ISC 6C;0,;795,77;
19151011PK;JTA CABE BASPACK CUMMINS ISCE QSL 8.3L ISLE 8.9L 6;0,;204,46;
19151014PK;JTA CABE BASPACK CUMMINS M11 L10;0,;1.326,50;
19151004PK;JTA CABE BASPACK CUMMINS SERIE B 4B BTA 3.9L 8V DI;0,;216,51;
19151007PK;JTA CABE BASPACK CUMMINS SERIE C 6C CT CTA CTAA 8.;0,;395,04;
191507PK;JTA CABE BASPACK CUMMINS SERIE C MTR 6CT8.3 6CTA 8;0,;258,20;
1315531PK;JTA CABE BASPACK DIR FORD RANGER EXPLORE OHV GAS V;0,;107,30;
151534092PK;JTA CABE BASPACK DODGE JOURNEY 2009/2012 CHYSLER S;0,;436,47;
151534082PK;JTA CABE BASPACK DODGE JOURNEY DURANGO CHALLENGER;2,;712,21;CAB-C15_A.4
151518PK;JTA CABE BASPACK EFFA TOWNER JUNIOR SUZUKI SJ410 J;2,;145,05;CAB-B15_D.1
15156707PK;JTA CABE BASPACK EMPILHADEIRA MAZDA F2 YALE 2.0 2.;1,;98,83;CAB-C15_F.9
131553PK;JTA CABE BASPACK ESQ FORD RANGER EXPLORE OHV GAS V;20,;107,30;CAB-13_F.7
141588PK;JTA CABE BASPACK FIAT  ETORQ EVO 1.6 16V FIAT DOBL;2,;113,88;CAB-14_F.1
141501PK;JTA CABE BASPACK FIAT 147 OGGI UNO PREMIO ELBA 105;58,;39,15;
141587PK;JTA CABE BASPACK FIAT DOBLO GRAND SIENA IDEA PALIO;6,;112,54;CAB-14_B.2
141589PK;JTA CABE BASPACK FIAT DOBLO GRAND SIENA IDEA PALIO;8,;112,54;CAB-14_D.3
141505PK;JTA CABE BASPACK FIAT ELBA PREMIO UNO ARGENTINO AL;2,;50,17;CAB-14_A.4
141519PK;JTA CABE BASPACK FIAT FIORINO UNO 1.3 DIESEL;0,;170,76;
141557PK;JTA CABE BASPACK FIAT MAREA 2.0 2.4 20V 5 CIL TURB;3,;89,79;CAB-14_D.1
141565PK;JTA CABE BASPACK FIAT MAREA BRAVA 1.8 16V 00/...AL;5,;81,95;CAB-14_E.7
141553PK;JTA CABE BASPACK FIAT PALIO SIENA DOBLO FIRE 1.0 1;14,;47,18;CAB-14_C.2
141583PK;JTA CABE BASPACK FIAT PUNTO IDEA BRAVO LINEA 07/..;1,;83,52;CAB-14_D.5
141511PK;JTA CABE BASPACK FIAT TEMPRA TIPO 2.0 8 E 16V;1,;57,94;CAB-14_D.8
141597PK;JTA CABE BASPACK FIAT TORO JEEP COMPASS RENEGADE M;4,;367,88;CAB-13_E.5
141503PK;JTA CABE BASPACK FIAT UNO MILLE PALIO EX EDX EP NA;27,;55,45;CAB-14_A.2
141507PK;JTA CABE BASPACK FIAT UNO PREMIO ELBA PALIO ARGENT;4,;48,49;CAB-14_A.5
141507PKVT;JTA CABE BASPACK FIAT UNO PREMIO ELBA PALIO ARGENT;0,;32,44;
141590PK;JTA CABE BASPACK FIATETORQ EVO FLEX 1.8 16V JEEP R;8,;102,03;CAB-14_B.1
171526PK;JTA CABE BASPACK FORD CARGO 6.6 7.8 11-86 SIMPLES;0,;97,59;
131517PK;JTA CABE BASPACK FORD CORCEL BELINA II ALC GAS 1.4;69,;34,83;
151501PK;JTA CABE BASPACK FORD DODGE POLARA 1.8 73/...;0,;56,80;
131592PK;JTA CABE BASPACK FORD ECOSPORT 17/... KA KA+ 18/..;6,;130,84;CAB-13_E.9
131547PK;JTA CABE BASPACK FORD ECOSPORT FIESTA COURIER ZETE;10,;42,68;CAB-13_C.9
131573PK;JTA CABE BASPACK FORD ECOSPORT FOCUS MONDEO RANGER;6,;104,17;CAB-13_C.3
131505PK;JTA CABE BASPACK FORD ESCORT DEL REY VW GOL SAVEIR;5,;34,45;CAB-13_C.8
171529PK;JTA CABE BASPACK FORD F1N 5630 6630 7630 442;0,;163,54;
1515191PK;JTA CABE BASPACK FORD FALCON F100 FAIRLINE  3.6 6C;0,;226,16;
131545PK;JTA CABE BASPACK FORD FIESTA ECOSPORT SUPERCHARGER;31,;42,68;CAB-13_B.5
131511PK;JTA CABE BASPACK FORD FIESTA KA COURIER ENDURA NAC;4,;51,64;CAB-13_F.8
131549PK;JTA CABE BASPACK FORD FOCUS MONDEO ESCORT ZETEC 1.;4,;59,71;CAB-13_A.8
131551PK;JTA CABE BASPACK FORD FOCUS MONDEO ZETEC 2.0 16V;2,;69,05;CAB-13_B.8
131576PK;JTA CABE BASPACK FORD FUSION 2016/... MOTOR ECOBOO;0,;384,39;
131507PK;JTA CABE BASPACK FORD MAVERICK F100 F75 JEEP UTILI;3,;65,96;CAB-13_A.4
131509PK;JTA CABE BASPACK FORD MAVERICK WILLYS 6 CIL GAS;4,;100,42;CAB-13_A.5
171522PK;JTA CABE BASPACK FORD MICRO ONIBUS FB 400 F2000 F4;0,;109,96;
131581PK;JTA CABE BASPACK FORD NEW FIESTA ECOSPORT 10/.. FO;9,;75,42;CAB-13_C.4
131586PK3;JTA CABE BASPACK FORD RANGER 13/... TROLLER - T4 M;0,;325,11;CAB-E15_E
131582PK;JTA CABE BASPACK FORD RANGER FUSION 2013/...MTR 2.;1,;288,40;CAB-13_B.3
131598PK;JTA CABE BASPACK FORD TERRITORY MTR DRAGON JX4G15;0,;133,02;
131561PK;JTA CABE BASPACK FORD WINDSTAR MTR 0 3.0 12V;0,;399,53;
131561PK2;JTA CABE BASPACK FORD WINDSTAR MTR 0 3.0 12V;0,;352,30;
15155406PK;JTA CABE BASPACK GALANT LANCER 1.8 16V;0,;157,65;
121523PK;JTA CABE BASPACK GM C10 CHEVROLET BRASIL 261 GAS 6;3,;92,64;CAB-12_A.5
12150120PK;JTA CABE BASPACK GM CHEVETTE C PISTAO MONZA 2.0;0,;546,64;
121503PK;JTA CABE BASPACK GM CHEVETTE JUNIOR GAS 1.0;8,;36,71;CAB-12_B.3
121501PK;JTA CABE BASPACK GM CHEVETTE MARAJO ALC GAS 1.4 1.;0,;42,46;CAB-12_B.1
121593PK;JTA CABE BASPACK GM CORSA 1.0 16V;7,;44,84;CAB-12_C.3
121599PK;JTA CABE BASPACK GM CORSA 1.6 16V;1,;45,95;CAB-12_C.5
121521PK;JTA CABE BASPACK GM CORSA EFI MPFI 1.6 1.8 8V 94/.;25,;37,98;CAB-12_D.1
121517PK;JTA CABE BASPACK GM CORSA EFI MPFI OHC VHC 1.0 8V;32,;37,98;CAB-12_C.1
1215136PK;JTA CABE BASPACK GM CORSA PRISMA MONTANA OHC 1.4 G;0,;56,33;CAB-12_E.1
1215119PK;JTA CABE BASPACK GM MERIVA FIAT STILO DOHC 1.8 16;4,;111,69;CAB-12_D.2
121509PK;JTA CABE BASPACK GM MONZA ALC GAS 1.6 82/86;3,;38,17;CAB-12_A.4
121513PK;JTA CABE BASPACK GM MONZA KADETT IPANEMA OMEGA S10;0,;62,25;
1215121PK;JTA CABE BASPACK GM OMEGA A CIH 6CIL 3.0 12V;15,;236,15;CAB-12_A.3
1215169PK;JTA CABE BASPACK GM OMEGA CALIBRA 2.5 24V;0,;731,32;
1215167PK;JTA CABE BASPACK GM OMEGA CALIBRA 2.5 24V;3,;378,46;CAB-B15_F.2
1215115PK;JTA CABE BASPACK GM OMEGA SILVERADO 6CIL 4.1 89/..;0,;81,52;
1215173PK;JTA CABE BASPACK GM ONIX 2G 20/... TRACKER MTR ECO;9,;146,68;CAB-13_D.5
121505PK;JTA CABE BASPACK GM OPALA 90 CARAVAN 151 ALC GAS 7;5,;52,95;CAB-12_A.2
121507PK;JTA CABE BASPACK GM OPALA CARAVAN CAMINHAO C10 380;4,;73,86;CAB-12_A.1
1215105PK;JTA CABE BASPACK GM S10 BLAZER VORTEC GAS V6 4.3;5,;94,55;CAB-12_C.6
111569PK;JTA CABE BASPACK GUIA 8 0 VW GOLF VENTO PASSAT COR;0,;72,72;
151532PK;JTA CABE BASPACK GURGEL BR 800 SUPER MINI;0,;59,24;
151593100;JTA CABE BASPACK HONDA ACCORD 2.0 2.2 16 VAL F18B2;0,;373,39;
1515159PK;JTA CABE BASPACK HONDA ACCORD VTEC MTR F18B2 F18B3;0,;199,67;
15156207PK;JTA CABE BASPACK HONDA CIVIC CITY CR-Z EX  VTEC L1;0,;106,98;CAB-C15_D.2
151562PK;JTA CABE BASPACK HONDA CIVIC D15Z3 8 D16Z6 7 9 D16;4,;127,12;CAB-D15_E.7
1515171PK;JTA CABE BASPACK HONDA CIVIC D17A8 Z2 Z3 1.7 16V;7,;75,92;CAB-D15_B.7
1515169PK;JTA CABE BASPACK HONDA FIT CITY JAZZ TWIN SPARK MT;7,;111,86;CAB-D15_F.8
1515170PK;JTA CABE BASPACK HONDA FIT CITY JAZZ VTEC L15A1 L1;4,;155,23;CAB-B15_A.6
1515185PK;JTA CABE BASPACK HONDA NEW CIVIC 2006/.. R18A1 R18;0,;107,13;CAB-C15_E.2
1515187PK;JTA CABE BASPACK HYUNDAI HB20 I30 VELOSTER KIA SOU;7,;94,56;CAB-C15_A.3
15158008PK;JTA CABE BASPACK HYUNDAI I30 ELANTRA CRETA 13/...;0,;297,43;CAB-E15_C.10
1515177PK;JTA CABE BASPACK HYUNDAI I30 TUCSON ELANTRA KIA CE;6,;128,32;CAB-B15_C.4
15158003PK;JTA CABE BASPACK HYUNDAI SANTA FE SONATA EF TRAJET;0,;300,65;CAB-13_F.3
15158006PK;JTA CABE BASPACK HYUNDAI TUCSON SONATA KIA SORENTO;0,;182,57;
1115117PK1;JTA CABE BASPACK INOX 1,45MM AMAROK 2.0 4CIL 16V M;0,;253,63;
1115117PK2;JTA CABE BASPACK INOX 1,50MM AMAROK 2.0 4CIL 16V M;2,;199,42;CAB-11_F.5
1115117PK3;JTA CABE BASPACK INOX 1,55M AMAROK 2.0 4CIL 16V MT;2,;199,42;CAB-11_B.7
1115117PK4;JTA CABE BASPACK INOX 1,70M AMAROK 2.0 4CIL 16V MT;0,;271,04;
1115117PK5;JTA CABE BASPACK INOX 2,00MM AMAROK 2.0 4CIL 16V M;0,;311,96;
1515186PK;JTA CABE BASPACK INOX HYUNDAI HB20 KIA PICANTO 1.0;9,;92,64;CAB-C15_F.8
15158501PK;JTA CABE BASPACK JAC J2 J3 J5 4A90 VVT 1.4 1.5 16V;1,;247,51;CAB-C15_B.7
15156502PK;JTA CABE BASPACK JEPP CHEROKEE GRAND CHEROKEE MTR;0,;385,13;
15150701PK;JTA CABE BASPACK JIMBEI TOPIC TOYOTA EMPILHADEIRA;3,;71,37;CAB-E15_B.1
151521PK;JTA CABE BASPACK KIA BESTA 2.2 DIESEL;2,;161,31;CAB-D15_A.9
151525PK;JTA CABE BASPACK KIA BESTA DIESEL 2.7 .../97;3,;73,43;CAB-B15_B.9
151556PK;JTA CABE BASPACK KIA BESTA GS 3.0 GRANDE;0,;94,64;
151523PK;JTA CABE BASPACK KIA BESTA GS BONGO K2700 2.7 DIES;8,;111,44;CAB-B15_F.5
151510160;JTA CABE BASPACK KIA CARNIVAL SEDONA 2.5 KRV6 V6 2;0,;984,95;
151595PK;JTA CABE BASPACK KIA CLARUS MAZDA 626 CAPELLA MTR;0,;216,16;
151592PK;JTA CABE BASPACK KIA SPORTEGE 2.0 2.2;6,;136,98;CAB-C15_D.7
15153102PK;JTA CABE BASPACK LADA ALEKO FORMAN SAGONA SAMARA V;0,;162,72;
151531PK;JTA CABE BASPACK LADA ALEKO NIVA 2121 VAZ 21011 VA;0,;110,27;
15153103PK;JTA CABE BASPACK LADA NIVA 21213 VAZ 21213 MTR OHC;0,;116,28;
15153707PK;JTA CABE BASPACK LAND ROVER FREELANDER 2 VOLVO XC6;0,;726,44;
15153704PK;JTA CABE BASPACK LAND ROVER FREELANDER HSESE 03/07;0,;335,80;
151537042PK;JTA CABE BASPACK LAND ROVER FREELANDER V6 HSE S SE;0,;564,67;
15155407PK;JTA CABE BASPACK LD LE MITISUBISH ECLIPSE MONTERO;0,;237,85;
15155402PK;JTA CABE BASPACK LD LE MITSUBISHI L200 TRITON MONT;0,;202,31;
161535PK;JTA CABE BASPACK LE MERCEDES E200 C200 SLK200 E200;0,;515,02;
15158306PK;JTA CABE BASPACK LIFAN 530 MTR LF479Q2B 1.5 16V;2,;174,09;CAB-C15_C.9
151535PK;JTA CABE BASPACK M BENS 120D 130D 140D 150D 170D 1;0,;188,27;
161520PK;JTA CABE BASPACK M BENS 1214L 1214LK 1418L 1618L 1;0,;98,14;
161546PK;JTA CABE BASPACK M BENS 300SE C280 CLK320 E280 ML3;0,;442,67;
15153501PK;JTA CABE BASPACK M BENS A200 A250 B200 CLA200 CLA2;0,;293,64;
161510PK;JTA CABE BASPACK M BENS OM314 L608D INJECAO DIRETA;0,;116,61;
161522PK;JTA CABE BASPACK M BENS OM314 L608D OM364;0,;115,73;
15153902PK;JTA CABE BASPACK MAHINDRA PICK-UP 13/... MTR 2.2 E;0,;251,07;
15153901PK;JTA CABE BASPACK MAHINDRA SCORPIO PICK-UP SUV 2.6;0,;243,82;
15156703PK;JTA CABE BASPACK MAZDA MX 3 MX 5 XEDOS 6 MTR B6ZE;0,;262,79;
15153502PK;JTA CABE BASPACK MERCEDES BENZ C250 E200 GLC300 C1;0,;470,05;
1515214PK;JTA CABE BASPACK MERCEDES CLASSE A 140 160;0,;233,03;
1515219PK;JTA CABE BASPACK MERCEDES CLASSE A 190;0,;233,03;
161529PK;JTA CABE BASPACK MERCEDES JEEP SPRINTER E 270 ML 2;1,;519,30;
161534PK;JTA CABE BASPACK MERCEDES SLK200 CLK200 C200 CLC18;0,;456,11;
151566PK;JTA CABE BASPACK MITSUBISHI ECLIPSE SPACE WAGON DO;0,;236,15;
15155404PK;JTA CABE BASPACK MITSUBISHI MONTERO PAJERO MTR 4M4;0,;184,55;
15155404PK3;JTA CABE BASPACK MITSUBISHI MONTERO PAJERO MTR 4M4;0,;301,99;
151554162PK;JTA CABE BASPACK MITSUBISHI OUTLANDER MTR 6B31 3.0;0,;285,42;
15155416PK;JTA CABE BASPACK MITSUBISHI OUTLANDER MTR 6B31 3.0;2,;142,71;CAB-C15_G.5
151509653;JTA CABE BASPACK MITSUBISHI PAJERO 2.8D 1.30MM.;0,;812,20;
151509561;JTA CABE BASPACK MITSUBISHI PAJERO 2.8D 1.40MM.;0,;213,45;
15155401PK2;JTA CABE BASPACK MITSUBISHI PAJERO 3.0 V6 12V;0,;309,96;
151554012PK;JTA CABE BASPACK MITSUBISHI PAJERO 3.0 V6 12V;0,;292,11;
1515194PK;JTA CABE BASPACK MITSUBISHI PAJERO IO 98/.. TR4 02;5,;132,09;CAB-C15_E.6
151554032PK;JTA CABE BASPACK MITSUBISHI PAJERO SPORT 99/05 300;0,;370,74;
39150106PK;JTA CABE BASPACK MOTOCICLETA HONDA MOTOR - 250CC H;0,;18,74;
39150102PK;JTA CABE BASPACK MOTOCICLETA MOTOR - C100 DREAM MO;0,;23,50;
15158301PK;JTA CABE BASPACK MOTOR QQ SQR472F 1.1 16V 2011/...;2,;155,10;CAB-B15_E.3
181523PK;JTA CABE BASPACK MWM 4.10 6.10 X 10 4/6 CIL;0,;33,82;
181504PK;JTA CABE BASPACK MWM D222 3 4 6 CIL;0,;29,21;
181501PK;JTA CABE BASPACK MWM D225 227 3 4 6 CIL;0,;35,63;
181507PK;JTA CABE BASPACK MWM D226 VALMET TRATOR 86 ID MASS;0,;25,96;
181509PK;JTA CABE BASPACK MWM D229 3/4/ 6 CIL;0,;22,58;
151559PK30;JTA CABE BASPACK MWM SPRINT 6.07TCA 4.2 18V TURBO;0,;551,52;
151559PK;JTA CABE BASPACK MWM SPRINT 6.07TCA 4.2 18V TURBO;1,;142,95;CAB-E15_A.11
151558PK;JTA CABE BASPACK MWM VOLARE A6 GM S10 BLAZER VW VA;3,;114,32;CAB-D15_B.1
15156005PK;JTA CABE BASPACK NISSAN BLUEBIRD LIVINA MARCH MICR;1,;130,37;CAB-D15_C.8
15156009PK;JTA CABE BASPACK NISSAN MARCH GA16DE 1 6 16V 4 CIL;0,;113,24;
15156008PK;JTA CABE BASPACK NISSAN MARCH MICRA CG10DE 1 0 16V;0,;112,06;
15156006PK;JTA CABE BASPACK NISSAN MARCH VERSA HRDE12 CVVTCS;1,;155,07;CAB-C15_C.6
151511350;JTA CABE BASPACK NISSAN PATHFINDER 3.3 V6 12 VAL 9;0,;571,31;
15156002PK;JTA CABE BASPACK NISSAN PATHFINDER 3.3 V6 12V (VG3;0,;266,63;
15156001PK2;JTA CABE BASPACK NISSAN PATHFINDER V6 12V 3.0;0,;220,11;
15156001PK;JTA CABE BASPACK NISSAN PATHFINDER V6 12V 3.0 VG30;0,;261,79;
151560PK;JTA CABE BASPACK NISSAN SENTRA TIIDA VERSA LIVINA;2,;104,40;CAB-C15_C.3
19151006PK1;JTA CABE BASPACK Ø 106 1,70MM CUMMINS 6B 6BT 5.9L;0,;312,30;
1515181PK;JTA CABE BASPACK Ø 79 MM CITROEN XSARA SAXO ZX PEU;2,;187,61;CAB-B15_C.8
121511PK;JTA CABE BASPACK Ø 88MM GM MONZA KADETT IPANEMA OM;8,;47,06;CAB-12_B.6
12151602PK;JTA CABE BASPACK PAR 90.0MM GM OMEGA LUMI 3 8 V6 9;0,;157,31;
12151612PK;JTA CABE BASPACK PAR 95.5MM GM CAPTIVA  OMEGA TRAI;0,;287,31;
1315532PK;JTA CABE BASPACK PAR FORD RANGER EXPLORE OHV GAS V;0,;248,68;
151580132PK;JTA CABE BASPACK PAR HYUNDAI TUCSON SANTA FE SONAT;0,;862,78;
151580182PK;JTA CABE BASPACK PAR KIA CARNIVAL SEDONA MTR 2.5 K;0,;1.127,25;
151554072PK;JTA CABE BASPACK PAR LD LE MITISUBISH ECLIPSE MONT;0,;257,25;
151568062PK;JTA CABE BASPACK PAR LD LE SUZUKI VITARA CANVAS MT;0,;197,84;
17150101PK;JTA CABE BASPACK PERKINS 1104B-C-D S.4 MASSEY FERG;0,;497,03;
171506PK;JTA CABE BASPACK PERKINS 4203 INJECAO DIRETA;0,;99,05;
171501PK;JTA CABE BASPACK PERKINS 4203 INJECAO INDIRETA;0,;101,05;
171504PK;JTA CABE BASPACK PERKINS 6354-4 Q20 B 6 CIL MASSEY;0,;183,49;
171508PK;JTA CABE BASPACK PERKINS D10 F350 D4000 4236 INJEC;0,;100,61;
171511PK;JTA CABE BASPACK PERKINS D20 Q20B S4 S4T PLUS MAXI;0,;126,07;CAB-E15_D.5
171530PK;JTA CABE BASPACK PERKINS F600 D7000 D900 6357 6357;0,;148,44;
171532PK;JTA CABE BASPACK PERKINS F700 F750 MASSEY MF INJEC;0,;89,25;
1515130PK;JTA CABE BASPACK PEUGEOT 106 206 PARTNER TU1JP HFY;0,;158,99;
1515134PK;JTA CABE BASPACK PEUGEOT 206 307 PARTNER CITROEN S;8,;77,95;CAB-D15_C.9
1515100PK;JTA CABE BASPACK PEUGEOT 306 405 GRI SRI STI CITRO;2,;125,96;CAB-B15_D.7
151598PK;JTA CABE BASPACK PEUGEOT 306 406 CITROEN XANTIA XS;4,;99,79;CAB-D15_E.2
1515120PK;JTA CABE BASPACK PEUGEOT 306 406 CITROEN XM XANTIA;0,;132,39;
15158601PK;JTA CABE BASPACK RENAULT  LOGAN SANDERO KWID SCE B;33,;105,01;CAB-E15_B.5
151587PK;JTA CABE BASPACK RENAULT CLIO KANGOO LOGAN TWINGO;0,;66,19;CAB-D15_B.3
151586PK;JTA CABE BASPACK RENAULT CLIO KANGOO TWINGO D7D D7;0,;71,19;CAB-D15_B.5
1515114PK;JTA CABE BASPACK RENAULT CLIO MEGANE SCENIC KANGOO;3,;91,74;CAB-A15_D.5
151574PK;JTA CABE BASPACK RENAULT CLIO R19 C3L 1.6 C INJECA;4,;78,16;CAB-B15_A.7
151572PK;JTA CABE BASPACK RENAULT CLIO R9 R11 R19 R21 C1C C;4,;83,96;CAB-A15_F.2
151576PK;JTA CABE BASPACK RENAULT CLIO SCENIC R11 R19 R21 S;2,;103,38;CAB-D15_D.4
151578PK;JTA CABE BASPACK RENAULT CLIO TWINGO SUPERCINCO EX;1,;69,92;CAB-D15_E.3
15158401PK;JTA CABE BASPACK RENAULT ESPACE LAGUNA SAFRANE VOL;0,;250,74;
1515108PK;JTA CABE BASPACK RENAULT LAGUNA MEGANE SCENIC F4P;4,;128,29;CAB-A15_D.3
1515179PK;JTA CABE BASPACK RENAULT LOGAN SANDERO 1 6 8 VAL M;6,;113,32;CAB-D15_F.2
1515175PK;JTA CABE BASPACK RENAULT MASTER G9U 720 724 730 75;0,;232,71;
1515180PK;JTA CABE BASPACK RENAULT MASTER III DCI M9T 2.3 16;0,;342,71;CAB-D15_F.1
1515118PK;JTA CABE BASPACK RENAULT MEGANE SCENIC LAGUNA K4M;9,;90,97;CAB-B15_C.5
151502PK;JTA CABE BASPACK RENAULT TRAFIC GAS;1,;137,75;CAB-13_A.2
15158101PK;JTA CABE BASPACK SMART FORTWO 132910 1.0 12V 3 CIL;0,;274,71;
161530PK;JTA CABE BASPACK SPRINTER CDI LA DIESEL BI TURBO E;0,;254,37;
15153805PK;JTA CABE BASPACK SSANGYONG KORANDO MTR D20 D22DT 2;0,;475,28;
15153801PK;JTA CABE BASPACK SSANGYONG KYRON ACTION KORANDO MT;0,;314,61;
151509150;JTA CABE BASPACK SUBARU LEGACY 1.6 EJ16E 1.8 EJ18E;0,;415,43;
15158706PK;JTA CABE BASPACK SUBARU LEGACY 1.6 EJ16E 1.8 EJ18E;0,;617,41;
15156803PK;JTA CABE BASPACK SUZUKI SAMURAI SJ SWIFT MTR 1.3 1;0,;177,57;
15156804PK;JTA CABE BASPACK SUZUKI SUZUKI JIMNY IGNIS MTR M13;2,;145,07;CAB-D15_D.6
1515104PK;JTA CABE BASPACK SUZUKI SWIFT ESCUDO VITARA SIDEKI;0,;188,84;
151568PK;JTA CABE BASPACK SUZUKI VITARA H20A V6 24 VAL 95/.;0,;240,50;
15155004PK;JTA CABE BASPACK TOYOTA CAMRY 2.2 5SFE 16V 90 A 96;0,;289,70;
151508200PK;JTA CABE BASPACK TOYOTA CAMRY 2.5 2VZFE 3.0 3VZFE;0,;613,49;
151508210PK;JTA CABE BASPACK TOYOTA CAMRY 2.5 2VZFE 3.0 3VZFE;0,;613,49;
151508200;JTA CABE BASPACK TOYOTA CAMRY 2.5 2VZFE 3.0 3VZFE;0,;552,15;
15155003PK;JTA CABE BASPACK TOYOTA CAMRY CARINA E CELICA CORO;0,;323,33;
1515106PK;JTA CABE BASPACK TOYOTA COROLLA 1.6 4AFE 1.8 7AFE;1,;78,53;CAB-D15_E.4
1515153PK;JTA CABE BASPACK TOYOTA COROLLA 92 02 1.8 16V DOHC;3,;138,40;CAB-D15_B.6
15155013PK;JTA CABE BASPACK TOYOTA ETIOS MTR 2NR-FE DUAL VVTI;3,;148,22;CAB-C15_D.8
151508890;JTA CABE BASPACK TOYOTA HILUX 3.0 3VZE V6 12 VAL;0,;631,26;
15155007PK;JTA CABE BASPACK TOYOTA HILUX CORONA CELICA 4RUNNE;0,;262,18;
15155019PK;JTA CABE BASPACK TOYOTA HILUX MTR 2TZFE 2RZFE 2.5;0,;200,65;
15155008PK;JTA CABE BASPACK TOYOTA MOTOR - 2TR-FE 2.7 16V 4 C;2,;310,37;CAB-E15_D.9
111595PK;JTA CABE BASPACK VW AUDI A3 FOX GOL GOLF POLO 1.6;33,;52,57;CAB-11_E.8
111519PK;JTA CABE BASPACK VW GOL FORD ESCORT HOBBY AE CHT A;6,;44,69;CAB-11_C.2
111525PK;JTA CABE BASPACK VW GOL SAVEIRO PARATI AT VHT MI T;56,;41,50;CAB-11_D.2
111523PK;JTA CABE BASPACK VW GOL SAVEIRO PASSAT SANTANA AP;22,;43,85;CAB-11_C.7
1115124PK;JTA CABE BASPACK VW GOL VOYAGE SAVEIRO FOX CROSS F;5,;64,74;CAB-11_C.5
111573PK;JTA CABE BASPACK VW GOLF 2.0 GTI MEXICANO 94/95;2,;79,37;CAB-11_F.4
111579PK;JTA CABE BASPACK VW GOLF SR BORA AUDI A3 A4 AEH AK;5,;151,00;CAB-11_E.1
1115114PK;JTA CABE BASPACK VW JETTA PASSAT GOLF NEW BEETLE A;3,;156,00;CAB-11_F.2
